iter	Passed	Remaining
163	230	1176
164	231	1171
165	231	1165
166	232	1159
167	233	1154
168	233	1148
169	234	1143
170	234	1137
171	235	1131
172	235	1125
173	235	1120
174	236	1114
175	236	1108
176	237	1103
177	237	1098
178	238	1092
179	238	1087
180	239	1082
181	239	1077
182	240	1072
183	240	1067
184	241	1061
185	241	1056
186	241	1051
187	242	1046
188	242	1042
189	243	1037
190	243	1033
191	244	1028
192	244	1023
193	245	1018
194	245	1014
195	246	1009
196	246	1004
197	246	1000
198	247	995
199	247	991
200	248	987
201	248	983
202	249	979
203	249	975
204	250	970
205	250	966
206	251	962
207	251	958
208	252	954
209	252	950
210	253	946
211	253	942
212	253	938
213	254	934
214	254	930
215	255	926
216	255	922
217	256	919
218	256	915
219	257	911
220	257	907
221	258	904
222	258	900
223	258	897
224	259	893
225	259	890
226	260	886
227	260	883
228	261	879
229	261	876
230	262	872
231	262	869
232	263	866
233	263	862
234	264	859
235	264	856
236	265	853
237	265	850
238	265	846
239	266	843
240	266	840
241	267	837
242	267	834
243	268	831
244	268	828
245	269	825
246	269	822
247	270	818
248	270	815
249	270	812
250	271	810
251	271	807
252	272	804
253	272	801
254	273	798
255	273	795
256	274	792
257	274	790
258	275	787
259	275	784
260	276	781
261	276	779
262	277	776
263	277	773
264	277	770
265	278	768
266	278	765
267	279	763
268	279	760
269	280	758
270	281	756
271	281	753
272	282	751
273	282	748
274	283	746
275	283	744
276	284	741
277	284	739
278	285	736
279	285	734
280	286	731
281	286	729
282	286	726
283	287	724
284	287	721
285	288	719
286	288	717
287	289	715
288	289	712
289	290	710
290	290	708
291	291	705
292	291	703
293	291	701
294	292	698
295	292	696
296	293	694
297	293	692
298	294	689
299	294	688
300	295	685
301	295	683
302	296	681
303	296	679
304	297	677
305	297	674
306	298	672
307	298	670
308	298	668
309	299	666
310	299	664
311	300	662
312	300	660
313	301	657
314	301	655
315	302	653
316	302	651
317	302	649
318	303	647
319	303	645
320	304	643
321	304	641
322	305	639
323	305	637
324	306	635
325	306	633
326	307	631
327	307	629
328	307	627
329	308	625
330	308	624
331	309	622
332	309	620
333	310	618
334	310	617
335	311	615
336	311	613
337	312	611
338	312	610
339	313	608
340	313	606
341	314	604
342	314	602
343	315	601
344	315	599
345	316	597
346	316	595
347	317	593
348	317	592
349	317	590
350	318	588
351	318	586
352	319	585
353	319	583
354	320	581
355	320	580
356	321	578
357	321	576
358	322	575
359	322	573
360	323	571
361	323	570
362	323	568
363	324	566
364	324	565
365	325	563
366	326	562
367	326	560
368	327	559
369	327	557
370	327	556
371	328	554
372	328	552
373	329	551
374	329	549
375	330	548
376	330	546
377	331	544
378	331	543
379	331	541
380	332	540
381	332	538
382	333	536
383	333	535
384	334	533
385	334	532
386	335	530
387	335	529
388	336	527
389	336	526
390	336	524
391	337	523
392	337	521
393	338	520
394	338	518
395	339	517
396	339	515
397	340	514
398	340	513
399	341	511
400	341	510
401	342	508
402	342	507
403	343	506
404	343	504
405	343	503
406	344	501
407	344	500
408	345	498
409	345	497
410	346	496
411	346	494
412	347	493
413	347	491
414	348	490
415	348	489
416	348	487
417	349	486
418	349	485
419	350	483
420	350	482
421	351	480
422	351	479
423	352	478
424	352	476
425	352	475
426	353	474
427	353	472
428	354	471
429	354	470
430	355	469
431	355	467
432	356	466
433	356	465
434	357	464
435	357	462
436	358	461
437	358	460
438	359	458
439	359	457
440	359	456
441	360	454
442	360	453
443	361	452
444	361	451
445	362	449
446	362	448
447	363	447
448	363	445
449	363	444
450	364	443
451	364	442
452	365	441
453	366	440
454	366	439
455	367	438
456	367	436
457	368	435
458	368	434
459	369	433
460	369	432
461	370	431
462	371	430
463	371	429
464	372	428
465	372	426
466	372	425
467	373	424
468	373	423
469	374	422
470	374	420
471	375	419
472	375	418
473	376	417
474	376	416
475	376	414
476	377	413
477	377	412
478	378	411
479	378	410
480	379	409
481	379	407
482	380	406
483	380	405
484	381	404
485	381	403
486	382	402
487	382	401
488	383	400
489	383	399
490	383	397
491	384	396
492	384	395
493	385	394
494	385	393
495	386	392
496	386	391
497	387	390
498	387	389
499	388	388
500	389	387
501	389	386
502	390	385
503	390	384
504	391	383
505	391	382
506	392	381
507	392	380
508	393	379
509	393	378
510	393	376
511	394	375
512	394	374
513	395	373
514	395	372
515	396	371
516	396	370
517	397	369
518	397	368
519	398	367
520	398	366
521	398	365
522	399	364
523	399	363
524	400	362
525	400	361
526	401	360
527	401	359
528	402	358
529	403	357
530	403	356
531	404	355
532	404	354
533	405	353
534	405	352
535	405	351
536	406	350
537	406	349
538	407	348
539	407	347
540	408	346
541	408	345
542	409	344
543	409	343
544	410	342
545	410	341
546	410	340
547	411	339
548	411	338
549	412	337
550	412	336
551	413	335
552	413	334
553	414	333
554	414	332
555	414	331
556	415	330
557	415	329
558	416	328
559	417	327
560	417	326
561	418	325
562	418	324
563	418	323
564	419	322
565	419	321
566	420	320
567	420	319
568	421	319
569	421	318
570	422	317
571	422	316
572	422	315
573	423	314
574	423	313
575	424	312
576	424	311
577	425	310
578	425	309
579	426	308
580	426	307
581	427	306
582	427	305
583	428	304
584	428	304
585	428	303
586	429	302
587	429	301
588	430	300
589	430	299
590	431	298
591	431	297
592	432	296
593	432	295
594	433	294
595	433	294
596	434	293
597	434	292
598	435	291
599	435	290
600	436	289
601	436	288
602	437	287
603	437	287
604	438	286
605	438	285
606	439	284
607	439	283
608	439	282
609	440	281
610	440	280
611	441	279
612	441	278
613	442	278
614	442	277
615	443	276
616	443	275
617	444	274
618	444	273
619	445	272
620	445	272
621	446	271
622	446	270
623	447	269
624	447	268
625	448	267
626	448	266
627	449	266
628	449	265
629	450	264
630	450	263
631	451	262
632	451	261
633	451	260
634	452	259
635	452	259
636	453	258
637	453	257
638	454	256
639	454	255
640	454	254
641	455	253
642	455	253
643	456	252
644	456	251
645	457	250
646	457	249
647	458	248
648	458	247
649	458	247
650	459	246
651	459	245
652	460	244
653	460	243
654	461	242
655	461	242
656	462	241
657	462	240
658	463	239
659	463	238
660	464	238
661	464	237
662	465	236
663	465	235
664	465	234
665	466	233
666	466	233
667	467	232
668	467	231
669	468	230
670	468	229
671	468	228
672	469	228
673	469	227
674	470	226
675	470	225
676	471	224
677	471	223
678	472	223
679	472	222
680	472	221
681	473	220
682	473	219
683	474	219
684	474	218
685	475	217
686	475	216
687	476	215
688	476	215
689	477	214
690	477	213
691	478	212
692	478	212
693	479	211
694	479	210
695	480	209
696	480	208
697	481	208
698	481	207
699	481	206
700	482	205
701	482	204
702	483	204
703	483	203
704	484	202
705	484	201
706	485	201
707	485	200
708	486	199
709	486	198
710	487	197
711	487	197
712	488	196
713	488	195
714	489	194
715	489	194
716	490	193
717	490	192
718	491	191
719	491	191
720	492	190
721	492	189
722	493	188
723	493	188
724	494	187
725	494	186
726	494	185
727	495	185
728	495	184
729	496	183
730	496	182
731	497	182
732	497	181
733	497	180
734	498	179
735	498	178
736	499	178
737	499	177
738	500	176
739	500	175
740	501	175
741	501	174
742	502	173
743	502	172
744	503	172
745	503	171
746	504	170
747	504	169
748	504	169
749	505	168
750	505	167
751	506	166
752	506	166
753	507	165
754	507	164
755	508	164
756	508	163
757	509	162
758	509	161
759	510	161
760	510	160
761	511	159
762	511	158
763	511	158
764	512	157
765	512	156
766	513	155
767	513	155
768	514	154
769	514	153
770	515	153
771	515	152
772	516	151
773	516	150
774	517	150
775	517	149
776	518	148
777	518	147
778	518	147
779	519	146
780	519	145
781	520	145
782	520	144
783	521	143
784	521	142
785	522	142
786	522	141
787	523	140
788	523	140
789	524	139
790	524	138
791	525	137
792	525	137
793	525	136
794	526	135
795	526	135
796	527	134
797	527	133
798	528	132
799	528	132
800	529	131
801	529	130
802	529	130
803	530	129
804	530	128
805	531	127
806	531	127
807	532	126
808	532	125
809	533	125
810	533	124
811	534	123
812	534	122
813	535	122
814	535	121
815	536	120
816	536	120
817	536	119
818	537	118
819	538	118
820	538	117
821	539	116
822	539	116
823	539	115
824	540	114
825	540	113
826	541	113
827	541	112
828	542	111
829	542	111
830	543	110
831	543	109
832	543	109
833	544	108
834	544	107
835	545	106
836	545	106
837	546	105
838	546	104
839	547	104
840	547	103
841	548	102
842	548	102
843	549	101
844	549	100
845	549	100
846	550	99
847	550	98
848	551	98
849	551	97
850	552	96
851	552	96
852	553	95
853	553	94
854	554	93
855	554	93
856	555	92
857	555	91
858	555	91
859	556	90
860	556	89
861	557	89
862	557	88
863	558	87
864	558	87
865	559	86
866	559	85
867	559	85
868	560	84
869	560	83
870	561	83
871	561	82
872	562	81
873	562	81
874	563	80
875	563	79
876	564	79
877	564	78
878	564	77
879	565	77
880	565	76
881	566	75
882	566	75
883	567	74
884	567	73
885	568	73
886	568	72
887	569	71
888	569	71
889	570	70
890	570	69
891	571	69
892	571	68
893	571	67
894	572	67
895	572	66
896	573	65
897	573	65
898	574	64
899	574	63
900	574	63
901	575	62
902	575	61
903	576	61
904	576	60
905	577	59
906	577	59
907	578	58
908	578	57
909	578	57
910	579	56
911	579	55
912	580	55
913	580	54
914	581	53
915	581	53
916	582	52
917	582	52
918	583	51
919	583	50
920	584	50
921	584	49
922	585	48
923	585	48
924	585	47
925	586	46
926	586	46
927	587	45
928	587	44
929	588	44
930	588	43
931	589	42
932	589	42
933	590	41
934	590	41
935	590	40
936	591	39
937	591	39
938	592	38
939	592	37
940	593	37
941	593	36
942	594	35
943	594	35
944	595	34
945	595	33
946	596	33
947	596	32
948	596	32
949	597	31
950	597	30
951	598	30
952	598	29
953	599	28
954	599	28
955	600	27
956	600	26
957	601	26
958	601	25
959	602	25
960	602	24
961	602	23
962	603	23
963	603	22
964	604	21
965	604	21
966	605	20
967	605	20
968	606	19
969	606	18
970	606	18
971	607	17
972	607	16
973	608	16
974	608	15
975	609	14
976	609	14
977	610	13
978	610	13
979	611	12
980	611	11
981	612	11
982	612	10
983	613	9
984	613	9
985	614	8
986	614	8
987	615	7
988	615	6
989	616	6
990	616	5
991	617	4
992	617	4
993	617	3
994	618	3
995	618	2
996	619	1
997	619	1
998	620	0
999	620	0
